OMA00001	5050.861	3671.01	3108	0.65
OMA00002	4698.026	4460.76	2524	0.82
OMA00006	4200.432	2484.81	2972	0.70
OMA00007	4713.691	3820.77	2311	0.74
OMA00009	4093.667	2541.24	2940	0.54
OMA00010	4516.224	3853.44	2926	0.72
OMA00011	3916.000	2597.49	2353	0.76
OMA00016	3839.038	3100.14	2183	0.92
OMA00018	3497.493	2097	2084	0.93
OMA00019	3455.607	3247.11	1783	0.95
OMA00020	3978.148	3310.74	2069	0.76
OMA00021	3105.787	1529.37	2592	0.62
OMA00023	4021.212	1276.65	3620	0.93
OMA00024	3307.600	2588.58	2092	0.64
OMA00025	5808.382	3253.05	4275	0.91
OMA00026	5011.746	2448.99	4418	0.68
OMA00027	3101.881	1952.64	1651	0.83
OMA00028	3792.943	3072.51	2041	0.75
OMA00029	3546.041	2999.61	2168	0.35
OMA00030	4447.981	3701.79	3011	0.55
OMA00031	2974.814	1258.02	2569	0.41
OMA00032	2706.793	1931.31	1683	0.93
OMA00033	2965.241	2507.22	2154	0.86
OMA00034	3444.460	3204.99	1754	0.95
OMA00035	3029.087	2426.67	1651	0.81
OMA00036	3361.863	2661.75	1811	0.72
OMA00037	3479.700	1884.42	2495	0.54
OMA00039	2886.804	1221.3	2585	0.64
OMA00040	3063.692	2437.11	2165	0.92
OMA00042	2903.456	2653.74	1513	0.83
OMA00043	2541.618	1420.83	1961	0.83
OMA00044	1993.210	1059.03	1698	0.50
OMA00045	2464.878	1806.3	1579	0.96
OMA00047	2444.553	2009.7	1640	0.97
OMA00048	2762.452	1047.51	2408	0.61
OMA00050	2150.956	1792.08	1467	0.84
OMA00051	2843.023	1836.27	1632	0.84
OMA00052	2620.931	1997.1	1890	0.80
OMA00053	1881.850	1179.9	1351	0.14
OMA00054	2389.488	1657.44	1590	0.95
OMA00055	2528.369	1653.57	1804	0.70
OMA00057	3153.733	3054.87	1792	0.74
OMA00059	1730.704	1081.08	1597	0.47
OMA00060	2348.305	1632.24	1848	0.79
OMA00063	2366.817	1915.29	1527	0.72
OMA00064	2271.012	1779.93	1462	0.92
OMA00065	2226.628	1274.85	1509	0.45
OMA00066	2352.980	996.21	1479	0.68
OMA00068	2311.979	1195.2	1989	0.59
OMA00071	2180.131	1582.74	1517	0.88
OMA00073	2222.393	1283.85	1802	0.69
OMA00074	2471.757	2180.79	1404	0.93
OMA00076	2211.456	1618.47	1628	0.66
OMA00077	2263.180	1485	1336	0.84
OMA00079	1978.503	1257.48	1572	0.62
OMA00080	2241.045	1724.31	1168	0.89
OMA00086	2220.857	1669.77	1242	0.74
OMA00087	2104.289	1317.24	1645	0.78
OMA00088	2271.912	1660.32	1463	0.64
OMA00090	5196.405	3519.18	3707	0.88
OMA00091	2214.967	1829.43	1161	0.86
OMA00094	2115.167	1728.45	1350	0.95
OMA00095	2308.975	1983.96	1399	0.95
OMA00096	2393.575	2445.03	1371	0.97
OMA00098	2463.978	1603.71	1708	0.69
OMA00100	1994.238	1195.47	1757	1.00
OMA00103	1875.086	1358.91	1058	0.80
OMA00104	2163.221	1876.23	1125	0.89
OMA00105	2365.032	1382.49	2131	0.88
OMA00106	3139.129	1512	2581	0.55
OMA00107	1957.074	1101.15	1499	0.68
OMA00108	1791.696	677.79	1481	0.62
OMA00109	1933.488	1023.75	1108	0.89
OMA00110	2182.650	938.7	1964	0.66
OMA00111	2362.909	2040.48	1312	0.95
OMA00112	2117.446	1419.93	1290	0.74
OMA00113	2191.200	1913.13	1109	0.83
OMA00114	1694.495	1462.77	1031	0.35
OMA00115	2078.807	1201.5	1743	0.89
OMA00116	2375.285	1740.69	1537	0.95
OMA00117	1692.023	1423.44	1502	0.88
OMA00118	1970.239	1035.63	1675	0.45
OMA00119	1923.304	1356.3	1319	0.64
OMA00121	2108.558	1870.02	1308	0.85
OMA00122	1881.800	1566.18	1065	0.84
OMA00123	2424.817	1343.7	1917	0.51
OMA00124	1734.250	749.25	1182	0.64
OMA00125	2035.444	1614.78	1377	0.84
OMA00126	2129.960	1360.26	1509	0.72
OMA00127	2116.827	1801.26	1421	0.68
OMA00129	2235.250	1929.33	1300	0.93
OMA00130	1762.900	1366.74	1117	0.84
OMA00131	1884.383	1488.6	1052	0.72
OMA00132	2600.880	1444.5	2064	0.45
OMA00135	2319.457	1922.76	1383	0.87
OMA00136	2034.412	1672.83	1121	0.98
OMA00137	2482.589	2289.15	1287	0.70
OMA00138	1944.106	1631.7	1105	0.91
OMA00139	3631.685	3392.91	2171	0.49
OMA00143	2601.633	2363.76	1488	0.92
OMA00144	1933.493	1077.12	1431	0.54
OMA00145	2143.083	2076.75	1219	0.97
OMA00146	2023.908	1632.33	1178	0.98
OMA00147	1927.775	1076.85	1485	0.97
OMA00148	1848.526	866.61	1583	0.45
OMA00149	1900.478	1507.68	1079	0.98
OMA00150	1828.689	1579.41	1160	0.97
OMA00151	2046.100	1874.88	1185	0.83
OMA00154	1555.371	778.23	1293	0.65
OMA00156	1637.891	1351.44	1056	0.92
OMA00157	2100.325	1739.07	1101	0.93
OMA00163	1728.916	783.9	1584	0.59
OMA00164	1933.050	881.55	1828	0.44
OMA00165	1806.849	1459.98	1281	0.72
OMA00166	1918.646	790.56	1679	0.59
OMA00167	2263.579	1502.28	1646	0.64
OMA00169	1884.742	1524.06	1224	0.96
OMA00170	1650.188	1379.7	1129	0.78
OMA00171	2359.736	1518.39	1701	0.83
OMA00176	1598.036	1312.83	882	0.86
OMA00178	1445.052	849.78	967	0.69
OMA00179	1613.204	1296.36	1072	0.75
OMA00181	1688.842	1419.39	1012	0.95
OMA00182	2053.614	1070.55	1507	0.75
OMA00183	1524.797	612.09	1380	0.52
OMA00184	1700.916	936.72	1279	1.00
OMA00185	2186.086	1672.83	1477	0.97
OMA00188	1851.040	1514.34	1028	0.76
OMA00189	2118.153	1256.31	1593	0.87
OMA00190	1855.331	1659.33	1134	0.97
OMA00193	2523.717	2183.22	1443	0.85
OMA00196	2032.414	1507.14	1151	0.97
OMA00197	1958.364	1529.37	1272	0.95
OMA00198	1914.666	1240.83	1123	0.97
OMA00199	1795.377	1451.25	976	0.83
OMA00200	1969.994	1213.2	1558	0.75
OMA00203	1356.276	770.76	991	0.66
OMA00204	1696.618	1388.52	1072	0.98
OMA00205	1657.315	1254.33	984	0.66
OMA00206	2140.978	1256.85	1832	0.80
OMA00207	2236.800	2134.71	1341	0.95
OMA00208	1843.943	1084.95	1504	0.74
OMA00209	2537.433	2100.78	1364	0.95
OMA00211	1576.917	600.12	1445	0.61
OMA00212	2028.406	1452.96	1363	0.74
OMA00213	1866.548	1413.63	1059	0.84
OMA00214	1868.314	1675.53	1024	0.95
OMA00215	1704.574	1032.12	1050	0.74
OMA00217	1739.662	1556.1	944	0.98
OMA00218	1688.103	1285.02	1172	0.13
OMA00220	1859.356	1431.63	1185	0.93
OMA00221	2454.032	2471.4	1575	0.91
OMA00222	1493.227	698.85	1243	0.57
OMA00223	2674.510	2248.29	1455	0.95
OMA00224	2095.229	1330.11	1444	0.99
OMA00225	1206.776	385.65	1124	0.55
OMA00226	2227.588	1754.64	1338	0.95
OMA00228	1370.358	752.04	1165	0.53
OMA00229	1872.057	1658.79	941	0.97
OMA00230	1454.615	921.24	1031	0.71
OMA00231	1624.157	1055.34	952	0.72
OMA00232	1590.629	1146.06	1143	0.11
OMA00233	1735.426	1034.73	1356	0.74
OMA00234	2228.710	1318.5	1970	0.26
OMA00236	1922.300	1363.23	1284	0.61
OMA00237	1549.128	889.56	1096	0.67
OMA00238	1599.317	982.8	1191	0.70
OMA00239	1533.422	1018.98	995	0.95
OMA00241	1827.604	1415.88	1017	0.55
OMA00242	2494.600	2341.62	1427	0.95
OMA00243	1736.052	1400.31	1075	0.98
OMA00244	1532.404	765.81	1161	0.88
OMA00245	1953.456	1178.46	1444	0.95
OMA00247	1567.552	659.97	1487	1.00
OMA00250	1965.652	1389.96	1506	0.56
OMA00254	1651.238	1020.78	958	0.97
OMA00255	1344.769	723.42	1016	0.75
OMA00256	1771.046	1467.09	989	0.90
OMA00258	1811.031	1002.78	1361	0.83
OMA00259	1598.829	1287.54	936	0.73
OMA00261	1533.735	1205.28	922	1.00
OMA00263	1604.585	1215.72	989	0.69
OMA00264	1490.074	689.85	1229	0.46
OMA00266	1790.768	1368.9	996	0.92
OMA00267	1733.186	1001.7	1218	1.00
OMA00268	1673.754	1182.69	956	0.92
OMA00269	1371.442	1254.96	904	0.92
OMA00270	1729.574	1062.27	1171	0.88
OMA00271	1665.584	789.57	1601	0.45
OMA00272	1471.912	535.59	1358	0.72
OMA00273	1464.867	1313.28	908	0.50
OMA00274	1854.333	1474.56	1134	0.72
OMA00275	1858.427	1331.01	1293	0.74
OMA00277	1632.408	976.68	944	0.73
OMA00280	1652.007	1206.18	962	0.84
OMA00282	1484.367	717.57	1064	0.53
OMA00283	1484.684	1347.3	883	0.42
OMA00284	1865.189	1339.83	1294	0.97
OMA00285	2217.546	2110.41	1482	0.64
OMA00286	1870.125	1853.73	1006	0.80
OMA00287	1328.774	552.42	1096	0.60
OMA00288	1522.778	1209.69	1011	0.74
OMA00291	1907.116	1281.69	1369	0.86
OMA00292	2445.797	1530.18	2059	0.76
OMA00293	1632.023	1168.11	1104	0.72
OMA00294	1547.155	1319.67	875	0.97
OMA00295	1787.431	1456.83	1249	0.56
OMA00296	2012.056	1819.71	1038	0.28
OMA00298	1710.360	880.29	1719	0.22
OMA00299	2086.114	1736.19	1241	0.96
OMA00300	1894.167	1446.12	1123	0.97
OMA00301	1596.189	1384.47	895	0.97
OMA00302	1545.073	1188.72	983	0.91
OMA00306	1623.362	1392.12	796	0.99
OMA00307	1524.107	1122.39	867	0.97
OMA00308	1664.613	1303.38	1031	0.97
OMA00310	1276.816	575.82	1023	0.84
OMA00311	1865.414	827.55	1887	0.49
OMA00312	1649.021	1508.67	985	0.98
OMA00313	1527.954	1009.53	1068	0.82
OMA00315	1287.140	1055.43	734	0.76
OMA00316	1531.282	1118.16	849	0.54
OMA00317	1724.108	1413.54	841	0.91
OMA00318	2116.833	1009.89	2097	0.57
